English,Compound,"Izaki Reading
(sandhi applied)"
#ERROR!,揚力,#ERROR!
landing,揚陸,#ERROR!
#ERROR!,揚水,#ERROR!
#ERROR!,揚子,yāntsi
#ERROR!,揚棄,#ERROR!
#ERROR!,揺曳,#ERROR!
#ERROR!,揺籃,#ERROR!
#ERROR!,搾乳,sakunyun
#ERROR!,摂家,#ERROR!
#ERROR!,摂生,#ERROR!
#ERROR!,摂社,#ERROR!
#ERROR!,摂氏,#ERROR!
#ERROR!,摂食,#ERROR!
Feeding,摂餌,#ERROR!
#ERROR!,摘要,#ERROR!
Remarks,摘記,#ERROR!
abstract,摘録,#ERROR!
#ERROR!,摘示,tokishi
#ERROR!,摩滅,#ERROR!
wear,摩耗,#ERROR!
#ERROR!,撒水,#ERROR!
Twisted yarn,撚糸,#ERROR!
conflict,撞着,#ERROR!
hitting the ball,撞球,#ERROR!
#ERROR!,撞木,#ERROR!
#ERROR!,撤兵,pīn
Withdraw,撤収,#ERROR!
Water repellent,撥水,#ERROR!
Fumin,撫民,#ERROR!
selection,撰述,#ERROR!
#ERROR!,撰要,#ERROR!
#ERROR!,撰文,#ERROR!
#ERROR!,撰者,#ERROR!
#ERROR!,撰修,#ERROR!
#ERROR!,撲殺,#ERROR!
#ERROR!,擁壁,yōmpeku
#ERROR!,擦過,#ERROR!
#ERROR!,擬音,#ERROR!
fiction,擬制,#ERROR!
#ERROR!,擬声,#ERROR!
#ERROR!,擬態,#ERROR!
#ERROR!,擬人,#ERROR!
artificial bait,擬餌,#ERROR!
#ERROR!,擾乱,#ERROR!
sensitive,敏感,binkan
#ERROR!,敏速,#ERROR!
#ERROR!,敏腕,#ERROR!
Fighting spirit,敢闘,#ERROR!
#ERROR!,敷衍,#ERROR!
#ERROR!,斥力,#ERROR!
#ERROR!,斥候,#ERROR!
Axe Masayoshi,斧正,#ERROR!
#ERROR!,斯道,#ERROR!
#ERROR!,斯界,#ERROR!
purpose,旨趣,#ERROR!
#ERROR!,旭日,#ERROR!
#ERROR!,昂進,#ERROR!
#ERROR!,昆虫,kontsūn
faintness,昏倒,#ERROR!
#ERROR!,易断,#ERROR!
easy learning,易學,īkikaku
#ERROR!,易者,īkisha
#ERROR!,昧爽,#ERROR!
#ERROR!,昨夏,#ERROR!
last year,昨年,#ERROR!
last spring,昨春,#ERROR!
#ERROR!,昨秋,#ERROR!
Last winter,昨冬,#ERROR!
#ERROR!,昭代,#ERROR!
#ERROR!,晦日,#ERROR!
Lust,晦渋,#ERROR!
Wisdom and Virtue,智徳,chitoku
#ERROR!,智識,#ERROR!
#ERROR!,暁星,#ERROR!
dawn,暁天,#ERROR!
#ERROR!,暢達,chōtas
#ERROR!,暦學,#ERROR!
#ERROR!,暦日,#ERROR!
calendar year,暦年,#ERROR!
#ERROR!,暦法,rekihō
temporarily,暫時,#ERROR!
Kurashi Kai,暮改,#ERROR!
Dusk color,暮色,#ERROR!
Late autumn,暮秋,#ERROR!
#ERROR!,暴,#ERROR!
#ERROR!,暴圧,#ERROR!
#ERROR!,暴飲,#ERROR!
outrageous act,暴挙,#ERROR!
tyrant,暴君,#ERROR!
#ERROR!,暴民,#ERROR!
#ERROR!,暴風,#ERROR!
profiteering,暴利,#ERROR!
violence,暴力,#ERROR!
#ERROR!,暴論,#ERROR!
tyranny,暴政,#ERROR!
#ERROR!,暴食,#ERROR!
#ERROR!,暴徒,#ERROR!
#ERROR!,暴投,būtu
atrocity,暴戻,#ERROR!
#ERROR!,暴漢,#ERROR!
#ERROR!,暴虐,#ERROR!
#ERROR!,暴騰,būtēn
Cloudy,曇天,#ERROR!
#ERROR!,曙光,#ERROR!
#ERROR!,曳航,hān
trace light,曳光,#ERROR!
tugboat,曳船,sen
#ERROR!,更改,#ERROR!
update,更新,kyānshin
rehabilitation,更正,#ERROR!
#ERROR!,更に,#ERROR!
former visit,曾遊,#ERROR!
#ERROR!,朋友,#ERROR!
#ERROR!,朋輩,#ERROR!
#ERROR!,朔日,nis
#ERROR!,朗報,#ERROR!
#ERROR!,朗唱,#ERROR!
#ERROR!,朗詠,#ERROR!
#ERROR!,朗誦,rān
red seal,朱印,#ERROR!
#ERROR!,朱文,#ERROR!
#ERROR!,朱線,#ERROR!
#ERROR!,朱唇,#ERROR!
red calligraphy,朱書,#ERROR!
#ERROR!,朴刀,pakutau
#ERROR!,机間,#ERROR!
Almond kernel,杏仁,#ERROR!
#ERROR!,杏林,#ERROR!
#ERROR!,杖術,#ERROR!
#ERROR!,枇杷,#ERROR!
pillow head,枕頭,#ERROR!
#ERROR!,枚,#ERROR!
#ERROR!,枢要,#ERROR!
#ERROR!,枢密,#ERROR!
#ERROR!,枢軸,#ERROR!
#ERROR!,柏葉,#ERROR!
certain,某,#ERROR!
a certain country,某國,#ERROR!
#ERROR!,某日,bōnis
#ERROR!,某年,#ERROR!
#ERROR!,某女,#ERROR!
#ERROR!,某市,#ERROR!
#ERROR!,某氏,#ERROR!
Somewhere,某所,#ERROR!
#ERROR!,某月,#ERROR!
tangerine,柑子,#ERROR!
#ERROR!,柔道,zhūndō
#ERROR!,柔順,#ERROR!
#ERROR!,柔術,#ERROR!
#ERROR!,柔らかい,#ERROR!
#ERROR!,柔媚,#ERROR!
softness,柔弱,#ERROR!
#ERROR!,柱状,#ERROR!
#ERROR!,柱下,#ERROR!
#ERROR!,柱石,#ERROR!
#ERROR!,柱頭,#ERROR!
#ERROR!,柱廊,#ERROR!
#ERROR!,柳営,#ERROR!
#ERROR!,柴胡,#ERROR!
#ERROR!,栴檀,
Cultivation,栽培,#ERROR!
#ERROR!,栽植,zaishoku
Tori,桃李,#ERROR!
peach blossom,桃花,#ERROR!
#ERROR!,桃園,#ERROR!
Togen,桃源,#ERROR!
#ERROR!,桃符,#ERROR!
Kuwata,桑田,#ERROR!
#ERROR!,桑園,#ERROR!
Cherry Blossoms,桜樹,#ERROR!
#ERROR!,桜花,#ERROR!
#ERROR!,桜桃,#ERROR!
pier,桟道,#ERROR!
Yangsan,梁山,#ERROR!
#ERROR!,梁塵,#ERROR!
#ERROR!,梗概,#ERROR!
#ERROR!,梨園,riwen
#ERROR!,梵字,#ERROR!
Brahma,梵天,#ERROR!
#ERROR!,梵鐘,#ERROR!
#ERROR!,棄却,#ERROR!
Apostasy,棄教,#ERROR!
#ERROR!,棄権,#ERROR!
Abandoned people,棄民,kimin
#ERROR!,棋聖,#ERROR!
Shogi player,棋士,#ERROR!
#ERROR!,棋院,kiwin
Game record,棋譜,#ERROR!
#ERROR!,森林,#ERROR!
#ERROR!,棲息,#ERROR!
#ERROR!,植物,#ERROR!
plant bus,植bus,#ERROR!
tree planting,植樹,#ERROR!
colonization,植民,#ERROR!
#ERROR!,植毛,#ERROR!
#ERROR!,植林,#ERROR!
#ERROR!,植生,#ERROR!
plant,植える,#ERROR!
vertebrae,椎骨,#ERROR!
vertebral body,椎体,#ERROR!
#ERROR!,椿事,#ERROR!
#ERROR!,楊柳,#ERROR!
courtship,楚歌,#ERROR!
tower stand,楼台,#ERROR!
Tower,楼閣,#ERROR!
Tower gate,楼門,#ERROR!
#ERROR!,楼主,raushu
Spear fighting,槍術,#ERROR!
camphor,樟脳,#ERROR!
woodcutter,樵夫,fu
#ERROR!,檄文,#ERROR!
#ERROR!,櫛比,#ERROR!
Joy,欣喜,#ERROR!
#ERROR!,欣快,kwe
Europe,欧,au
#ERROR!,欧化,aukwa
#ERROR!,欧文,aumun
European style,欧風,#ERROR!
#ERROR!,欺罔,#ERROR!
#ERROR!,款,#ERROR!
#ERROR!,歓,#ERROR!
#ERROR!,歓談,#ERROR!
#ERROR!,歓迎,#ERROR!
Cheers,歓呼,hanho
#ERROR!,歓送,hansō
Favor,歓心,#ERROR!
#ERROR!,此岸,#ERROR!
#ERROR!,此土,tsato
age,歳,#ERROR!
#ERROR!,歳費,#ERROR!
Year-end,歳末,#ERROR!
#ERROR!,歳差,#ERROR!
Seasonal events,歳事,#ERROR!
#ERROR!,歳旦,setan
Seasonal events,歳時,#ERROR!
Martyrdom,殉國,chunkuku
#ERROR!,殉難,#ERROR!
Suicide in the line of duty,殉死,#ERROR!
#ERROR!,殉職,#ERROR!
Special Achievement,殊勲,#ERROR!
Production,殖産,#ERROR!
#ERROR!,殴打,#ERROR!
Beaten to death,殴殺,#ERROR!
#ERROR!,氷上,#ERROR!
#ERROR!,氷原,#ERROR!
#ERROR!,氷解,#ERROR!
#ERROR!,氷海,#ERROR!
Freezing,氷結,#ERROR!
Ice Age,氷期,#ERROR!
Hyouka,氷菓,#ERROR!
ice chips,氷片,#ERROR!
#ERROR!,氷壁,#ERROR!
#ERROR!,氷雪,#ERROR!
freezing point,氷点,#ERROR!
#ERROR!,氷塊,#ERROR!
ice sheet,氷床,#ERROR!
#ERROR!,永安,#ERROR!
eternity,永遠,#ERROR!
#ERROR!,永久,#ERROR!
#ERROR!,永眠,yōnmin
#ERROR!,永世,#ERROR!
#ERROR!,永生,#ERROR!
#ERROR!,永訣,#ERROR!
shoreline,汀線,sen
#ERROR!,汁器,#ERROR!
#ERROR!,汎化,#ERROR!
General outbreak,汎発,#ERROR!
#ERROR!,汎神,#ERROR!
#ERROR!,汎神論,#ERROR!
#ERROR!,汗顔,#ERROR!
#ERROR!,汗血,hankyes
sweat blisters,汗疱,han
#ERROR!,汗腺,#ERROR!
pollution,汚染,#ERROR!
#ERROR!,汚損,#ERROR!
#ERROR!,汚水,#ERROR!
#ERROR!,汚点,#ERROR!
sludge,汚泥,onei
#ERROR!,汚い,#ERROR!
#ERROR!,汚濁,#ERROR!
#ERROR!,汚穢,#ERROR!
#ERROR!,汚辱,#ERROR!
Egami,江上,kōði
#ERROR!,江山,#ERROR!
#ERROR!,江水,#ERROR!
Jianghu,江湖,kōko
Steam,汽,#ERROR!
#ERROR!,汽船,#ERROR!
brackish water,汽水,#ERROR!
#ERROR!,汽車,#ERROR!
#ERROR!,汽笛,kitseki
#ERROR!,沃野,yokuya
#ERROR!,沃素,#ERROR!
Seating,沈座,#ERROR!
#ERROR!,沈降,#ERROR!
#ERROR!,沈香,#ERROR!
Chinkin,沈金,#ERROR!
#ERROR!,沈黙,#ERROR!
#ERROR!,沈静,#ERROR!
#ERROR!,沈子,#ERROR!
#ERROR!,沈積,#ERROR!
contemplation,沈思,#ERROR!
#ERROR!,沈丁,#ERROR!
#ERROR!,沈毅,#ERROR!
#ERROR!,沈滞,#ERROR!
#ERROR!,沈潜,#ERROR!
gloomy,沈鬱,#ERROR!
#ERROR!,沐浴,#ERROR!
#ERROR!,沖積,jucheke
#ERROR!,沙汰,#ERROR!
Lost in self,没我,#ERROR!
#ERROR!,没却,poskyaku
#ERROR!,没年,#ERROR!
Immersion,没入,#ERROR!
death,没義,#ERROR!
river channel,河道,hadō
#ERROR!,河口,#ERROR!
#ERROR!,河流,#ERROR!
#ERROR!,河船,hasen
#ERROR!,河水,#ERROR!
#ERROR!,河神,#ERROR!
#ERROR!,河川工學,#ERROR!
#ERROR!,河谷,#ERROR!
boiling point,沸点,#ERROR!
#ERROR!,沿道,endō
#ERROR!,沿川,ensen
#ERROR!,泊地,#ERROR!
#ERROR!,泣く,#ERROR!
Taizan,泰山,#ERROR!
#ERROR!,泰西,#ERROR!
"Thailand, Myanmar",泰緬,#ERROR!
#ERROR!,泳法,#ERROR!
#ERROR!,泳ぐ,#ERROR!
unconventional,洒脱,#ERROR!
Rakuhoku,洛北,nakuhuku
Rakunan,洛南,#ERROR!
#ERROR!,洛西,#ERROR!
#ERROR!,洛外,nakuwai
Cave,洞門,dōmun
#ERROR!,洞天,#ERROR!
Hongbum,洪範,#ERROR!
Donation,浄財,#ERROR!
Pure bliss,浄福,#ERROR!
Fair copy,浄書,#ERROR!
#ERROR!,浣腸,#ERROR!
#ERROR!,浩瀚,#ERROR!
Rōkyoku (traditional Japanese narrative singing),浪曲,#ERROR!
#ERROR!,浴用,#ERROR!
#ERROR!,浸入,tsinnyun
#ERROR!,浸礼,#ERROR!
#ERROR!,浸透,#ERROR!
#ERROR!,浸食,#ERROR!
leaching,浸出,tsinshus
immersion,浸漬,tsinzhi
#ERROR!,浸潤,#ERROR!
Waku,涌,#ERROR!
Tear ducts,涙腺,#ERROR!
Cool,涼,#ERROR!
Cool feeling,涼感,#ERROR!
#ERROR!,涼気,#ERROR!
#ERROR!,涼風,#ERROR!
#ERROR!,涼秋,#ERROR!
cool,涼しい,#ERROR!
#ERROR!,淋病,#ERROR!
#ERROR!,淋菌,#ERROR!
#ERROR!,淑女,#ERROR!
Virtue,淑徳,#ERROR!
#ERROR!,淫売,#ERROR!
#ERROR!,淫婦,yenfu
#ERROR!,淫行,#ERROR!
#ERROR!,淫羊,#ERROR!
lewd,淫乱,#ERROR!
#ERROR!,淫水,#ERROR!
lasciviousness,淫奔,#ERROR!
#ERROR!,淫蕩,#ERROR!
#ERROR!,淫靡,#ERROR!
#ERROR!,淵源,#ERROR!
Fuchikan,淵鑑,#ERROR!
#ERROR!,混住,#ERROR!
#ERROR!,混和,#ERROR!
Mixed use,混用,konnyō
confusion,混乱,#ERROR!
#ERROR!,混成,#ERROR!
mixed,混生,#ERROR!
#ERROR!,混色,konseku
Interference,混線,#ERROR!
#ERROR!,混載,#ERROR!
#ERROR!,混戦,#ERROR!
#ERROR!,混浴,#ERROR!
turbidity,混濁,#ERROR!
#ERROR!,添乗,#ERROR!
#ERROR!,渇,#ERROR!
#ERROR!,渇愛,hossai
drought,渇水,#ERROR!
thirst,渇仰,#ERROR!
#ERROR!,渉外,#ERROR!
#ERROR!,渉猟,#ERROR!
#ERROR!,渋面,#ERROR!
#ERROR!,渓間,keikan
#ERROR!,渠,#ERROR!
#ERROR!,渦状,#ERROR!
whirlpool,渦流,kwaryūn
On the lake,湖上,#ERROR!
#ERROR!,湖岸,#ERROR!
Lakeside,湖辺,#ERROR!
#ERROR!,湖産,#ERROR!
lake heart,湖心,#ERROR!
Lakes and ponds,湖沼,#ERROR!
#ERROR!,湖底,#ERROR!
Kogetsu,湖月,kowes
#ERROR!,湘軍,#ERROR!
#ERROR!,湛水,#ERROR!
#ERROR!,湯池,#ERROR!
#ERROR!,湯婆,tāmpa
Groove,溝壑,kō
Blood spill,溢血,iskyes
#ERROR!,溶媒,#ERROR!
#ERROR!,溶血,#ERROR!
welding,溶接,#ERROR!
solute,溶質,#ERROR!
#ERROR!,溶体,#ERROR!
#ERROR!,溶剤,#ERROR!
#ERROR!,溶存,#ERROR!
#ERROR!,溶融,#ERROR!
#ERROR!,溶鉱,#ERROR!
#ERROR!,滅却,#ERROR!
#ERROR!,滅私,#ERROR!
#ERROR!,滅失,#ERROR!
sterile,滅菌,#ERROR!
#ERROR!,滋養,#ERROR!
#ERROR!,滋味,#ERROR!
#ERROR!,滑降,#ERROR!
#ERROR!,滑空,#ERROR!
#ERROR!,滑落,#ERROR!
#ERROR!,滑石,kwasshaki
runway,滑走路,#ERROR!
stay,滞在,#ERROR!
#ERROR!,滞空,taikūn
#ERROR!,滞貨,taikwa
#ERROR!,滞米,taimai
#ERROR!,滞日,#ERROR!
#ERROR!,滞陣,#ERROR!
Dripping,滴下,#ERROR!
#ERROR!,滴定,#ERROR!
fishing gear,漁具,#ERROR!
fishing fire,漁火,#ERROR!
#ERROR!,漁家,#ERROR!
#ERROR!,漁期,#ERROR!
fishing area,漁区,#ERROR!
fishing association,漁会,#ERROR!
#ERROR!,漁法,#ERROR!
#ERROR!,漁連,#ERROR!
Fishing colors,漁色,yoseku
fishing,漁撈,#ERROR!
#ERROR!,漁猟,#ERROR!
#ERROR!,漂泊,#ERROR!
#ERROR!,漆器,#ERROR!
Lacquerware,漆工,#ERROR!
#ERROR!,漏,#ERROR!
leakage,漏電,#ERROR!
water leak,漏水,#ERROR!
leakage,漏出,#ERROR!
leaked time,漏刻,#ERROR!
Kanji,漢字,#ERROR!
Han army,漢軍,#ERROR!
Kanwa,漢和,#ERROR!
#ERROR!,漢訳,#ERROR!
#ERROR!,漢名,#ERROR!
Kanyon,漢音,#ERROR!
#ERROR!,漢才,#ERROR!
#ERROR!,漢籍,#ERROR!
#ERROR!,漢土,#ERROR!
King of Han,漢王,#ERROR!
#ERROR!,漢族,#ERROR!
#ERROR!,漢人,#ERROR!
#ERROR!,漢墓,#ERROR!
#ERROR!,漸減,#ERROR!
#ERROR!,漸近,#ERROR!
#ERROR!,漸新,#ERROR!
Gradual increase,漸増,#ERROR!
#ERROR!,潔斎,#ERROR!
#ERROR!,潜行,#ERROR!
#ERROR!,潜血,#ERROR!
#ERROR!,潜航,#ERROR!
#ERROR!,潜望,#ERROR!
#ERROR!,潜時,#ERROR!
#ERROR!,潜竜,#ERROR!
lagoon,潟湖,#ERROR!
#ERROR!,潤筆,#ERROR!
embellishment,潤色,#ERROR!
Abundant,潤沢,#ERROR!
Lubrication,潤滑,#ERROR!
rout,潰走,#ERROR!
#ERROR!,潰瘍,#ERROR!
#ERROR!,澄明,#ERROR!
#ERROR!,澗,#ERROR!
harsh words,激語,#ERROR!
#ERROR!,激務,#ERROR!
#ERROR!,激派,#ERROR!
#ERROR!,激発,#ERROR!
#ERROR!,激流,#ERROR!
heated debate,激論,#ERROR!
High praise,激賞,#ERROR!
#ERROR!,激震,gekijin
#ERROR!,激闘,gekitō
#ERROR!,激憤,gekifun
#ERROR!,激浪,#ERROR!
Severe,激甚,#ERROR!
agitation,激越,#ERROR!
voiced consonants,濁音,#ERROR!
Muddy waters,濁流,takuryūn
muddy water,濁水,#ERROR!
#ERROR!,濁点,#ERROR!
cloudy sake,濁酒,#ERROR!
thick fog,濃霧,#ERROR!
#ERROR!,濃緑,#ERROR!
#ERROR!,濃色,#ERROR!
Shade,濃淡,#ERROR!
#ERROR!,濃紺,#ERROR!
#ERROR!,灯下,tēnka
#ERROR!,灰分,#ERROR!
#ERROR!,灰燼,#ERROR!
#ERROR!,灰釉,#ERROR!
Moxibustion,灸,#ERROR!
#ERROR!,灸治,#ERROR!
disaster,災害,#ERROR!
#ERROR!,災禍,#ERROR!
Cooking,炊爨,#ERROR!
#ERROR!,炎熱,yennes
#ERROR!,炎暑,#ERROR!
coalfields,炭田,#ERROR!
#ERROR!,炭住,#ERROR!
#ERROR!,炭層,#ERROR!
#ERROR!,炭素,#ERROR!
coal mine,炭坑,#ERROR!
#ERROR!,炭塵,#ERROR!
anthrax,炭疽,tan
#ERROR!,為本,#ERROR!
#ERROR!,為る,#ERROR!
Recca,烈火,#ERROR!
#ERROR!,烈日,#ERROR!
#ERROR!,烈女,#ERROR!
#ERROR!,烈風,#ERROR!
Martyr,烈士,#ERROR!
#ERROR!,烏頭,#ERROR!
#ERROR!,焔硝,#ERROR!
#ERROR!,焚殺,sas
#ERROR!,焚書,#ERROR!
#ERROR!,焦熱,tsōnes
#ERROR!,焦点,#ERROR!
scorched earth,焦土,tsōto
anxiety,焦慮,#ERROR!
angry eyebrows,焦眉,#ERROR!
Burned down,焼亡,#ERROR!
#ERROR!,焼殺,#ERROR!
firing,焼成,#ERROR!
#ERROR!,焼損,tsōson
#ERROR!,焼死,#ERROR!
self-immolation,焼身,#ERROR!
Incendiary,焼夷,#ERROR!
#ERROR!,煉獄,#ERROR!
#ERROR!,煎茶,#ERROR!
#ERROR!,煙道,#ERROR!
#ERROR!,煙害,#ERROR!
#ERROR!,煙管,#ERROR!
#ERROR!,煙幕,#ERROR!
smoke,煙霧,#ERROR!
#ERROR!,煙硝,yensu
#ERROR!,煮沸,#ERROR!
light,燈,#ERROR!
Rinbara,燎原,#ERROR!
#ERROR!,燐火,#ERROR!
#ERROR!,燐光,kwō
#ERROR!,燕尾,#ERROR!
tailcoat,燕尾服,bifuku
swallow,燕子,tsi
#ERROR!,燕脂,#ERROR!
#ERROR!,燕王,#ERROR!
#ERROR!,燭,#ERROR!
candlelight,燭光,#ERROR!
bomb,爆弾,pakutan
#ERROR!,爆薬,#ERROR!
explosion,爆発,#ERROR!
Depth charge,爆雷,#ERROR!
Explosion,爆殺,#ERROR!
#ERROR!,爆死,#ERROR!
Epicenter,爆心,#ERROR!
Explosion,爆砕,#ERROR!
#ERROR!,爆竹,pakuchuku
#ERROR!,爆裂,#ERROR!
#ERROR!,爛熟,shuku
Claw fang,爪牙,#ERROR!
#ERROR!,爪甲,#ERROR!
#ERROR!,爽涼,#ERROR!
Afterwards,爾後,#ERROR!
stronghold,牙城,#ERROR!
#ERROR!,牝馬,#ERROR!
Aries,牡羊座,yānjwa
Taurus,牡牛座,gujwa
prison,牢固,ko
Death in prison,牢死,shi
prisoner,牢人,#ERROR!
#ERROR!,牧野,#ERROR!
#ERROR!,牧羊,#ERROR!
Pastoral,牧歌,#ERROR!
#ERROR!,牧牛,#ERROR!
#ERROR!,牧民,mukumin
#ERROR!,牧夫,mukufu
shepherd,牧者,#ERROR!
Makito,牧人,#ERROR!
#ERROR!,牧童,#ERROR!
#ERROR!,狂言,#ERROR!
satirical poem,狂歌,#ERROR!
mad dog,狂犬,kyōken
#ERROR!,狂気,#ERROR!
#ERROR!,狂喜,#ERROR!
#ERROR!,狂句,#ERROR!
#ERROR!,狂熱,#ERROR!
Madwoman,狂女,#ERROR!
madness,狂想,#ERROR!
madman,狂者,#ERROR!
#ERROR!,狂詩,#ERROR!
#ERROR!,狂態,#ERROR!
#ERROR!,狂奔,#ERROR!
frenzy,狂騒,#ERROR!
#ERROR!,狐狸,
Narrow gauge,狭軌,#ERROR!
#ERROR!,狭量,#ERROR!
#ERROR!,狭心,#ERROR!
#ERROR!,狭心症,hyosshinshēn
#ERROR!,狭小,#ERROR!
#ERROR!,狭義,#ERROR!
#ERROR!,狭域,#ERROR!
narrow,狭い,hyos
constriction,狭窄,#ERROR!
Narrowness,狭隘,#ERROR!
Your Holiness,猊下,#ERROR!
#ERROR!,猛火,#ERROR!
#ERROR!,猛撃,#ERROR!
#ERROR!,猛犬,#ERROR!
#ERROR!,猛攻,#ERROR!
Deep reflection,猛省,#ERROR!
Fierce shooting,猛射,#ERROR!
#ERROR!,猛者,#ERROR!
#ERROR!,猛毒,#ERROR!
#ERROR!,猛進,#ERROR!
#ERROR!,猛暑,#ERROR!
fierce general,猛将,#ERROR!
#ERROR!,猛爆,mēmpaku
#ERROR!,猛獣,#ERROR!
#ERROR!,猛禽,#ERROR!
#ERROR!,猛虎,#ERROR!
Hunter,猟兵,ryospīn
#ERROR!,猟友,#ERROR!
officer,猟官,#ERROR!
#ERROR!,猟犬,ryosken
#ERROR!,猟奇,#ERROR!
#ERROR!,猟人,#ERROR!
cat head,猫頭,#ERROR!
offering,献物,#ERROR!
Dedication,献辞,#ERROR!
#ERROR!,献言,hennyon
offering a cup,献杯,#ERROR!
#ERROR!,献血,#ERROR!
Flower offering,献花,#ERROR!
#ERROR!,献納,#ERROR!
suggestion,献策,hentseku
#ERROR!,献体,hentai
dedication,献呈,#ERROR!
#ERROR!,猶子,#ERROR!
#ERROR!,猿楽,#ERROR!
ape man,猿人,#ERROR!
monkey monkey,猿猴,#ERROR!
#ERROR!,獅子座,#ERROR!
lion's roar,獅子吼,#ERROR!
animal meat,獣肉,#ERROR!
animal skin,獣皮,#ERROR!
Beasts,獣類,shauroi
animal nature,獣性,#ERROR!
#ERROR!,獣心,#ERROR!
#ERROR!,獣神,#ERROR!
#ERROR!,獲得,#ERROR!
Genbu,玄武,genmu
Burial chamber,玄室,#ERROR!
#ERROR!,玄妙,#ERROR!
#ERROR!,玄孫,#ERROR!
#ERROR!,玩味,#ERROR!
Rare news,珍聞,#ERROR!
#ERROR!,珍物,#ERROR!
#ERROR!,珍談,#ERROR!
Rarity,珍奇,#ERROR!
#ERROR!,珍客,#ERROR!
#ERROR!,珍果,#ERROR!
delicacy,珍味,#ERROR!
#ERROR!,珍品,#ERROR!
#ERROR!,珍本,#ERROR!
Unusual theory,珍説,#ERROR!
#ERROR!,珍事,tsintsi
#ERROR!,珍種,#ERROR!
#ERROR!,珍しい,#ERROR!
#ERROR!,珍獣,#ERROR!
beads,珠,#ERROR!
gem,珠玉,#ERROR!
abacus,珠算,#ERROR!
Silicic acid,珪酸,#ERROR!
#ERROR!,珪藻,#ERROR!
#ERROR!,班,#ERROR!
Handada,班田,#ERROR!
#ERROR!,班給,#ERROR!
Team members,班員,#ERROR!
#ERROR!,琴座,#ERROR!
#ERROR!,琴線,kinsen
biwa,琵琶,#ERROR!
Rui,瑞,zui
Mizuho,瑞応,#ERROR!
Zuiun,瑞雲,#ERROR!
#ERROR!,瑞祥,#ERROR!
Seal,璽,#ERROR!
瓔珞,瓔珞,
#ERROR!,瓶,#ERROR!
bottle,瓶子,bīntsi
#ERROR!,甘受,#ERROR!
#ERROR!,甘言,#ERROR!
#ERROR!,甘味,#ERROR!
#ERROR!,甘草,#ERROR!
sweet,甘い,#ERROR!
#ERROR!,甘蔗,#ERROR!
#ERROR!,甘藷,#ERROR!
Jinku,甚句,#ERROR!
#ERROR!,甚平,#ERROR!
#ERROR!,甚六,#ERROR!
#ERROR!,甜茶,#ERROR!
#ERROR!,甜菜,#ERROR!
#ERROR!,甲,#ERROR!
Thyroid,甲状,#ERROR!
#ERROR!,甲兵,#ERROR!
#ERROR!,甲号,#ERROR!
#ERROR!,甲骨,#ERROR!
Theory A,甲論,#ERROR!
Class III,甲類,#ERROR!
#ERROR!,甲種,#ERROR!
#ERROR!,甲地,#ERROR!
#ERROR!,甲鉄,#ERROR!
Ai B,甲乙,#ERROR!
Crustacean,甲殻,#ERROR!
#ERROR!,申告,#ERROR!
Deuteronomy,申命,#ERROR!
#ERROR!,申報,#ERROR!
#ERROR!,申す,#ERROR!
#ERROR!,畏縮,#ERROR!
#ERROR!,畜,tsuku
livestock barn,畜舎,#ERROR!
#ERROR!,畢生,#ERROR!
Outside the Kinai region,畿外,#ERROR!
#ERROR!,疎,#ERROR!
alienation,疎隔,#ERROR!
#ERROR!,疎明,#ERROR!
#ERROR!,疎林,#ERROR!
#ERROR!,疎水,#ERROR!
#ERROR!,疏,#ERROR!
colic,疝痛,tsōn
#ERROR!,疫,#ERROR!
#ERROR!,疫學,#ERROR!
Epidemic dysentery,疫痢,#ERROR!
#ERROR!,疲労,pirō
#ERROR!,疲れる,#ERROR!
#ERROR!,疼痛,#ERROR!
#ERROR!,疾駆,#ERROR!
#ERROR!,痔疾,#ERROR!
#ERROR!,痘痕,#ERROR!
pain and suffering,痛苦,#ERROR!
Painful Blow,痛撃,#ERROR!
#ERROR!,痛飲,#ERROR!
Pain sensation,痛覚,#ERROR!
#ERROR!,痛快,#ERROR!
#ERROR!,痛風,#ERROR!
#ERROR!,痛い,#ERROR!
bitter regret,痛恨,#ERROR!
#ERROR!,痛憤,#ERROR!
Itching,痛痒,#ERROR!
#ERROR!,痛罵,#ERROR!
#ERROR!,痩身,saushin
foolishness,痴愚,#ERROR!
Lewd behavior,痴態,#ERROR!
Lovers' talk,痴話,#ERROR!
#ERROR!,痴人,chizhin
#ERROR!,瘋癲,#ERROR!
scar,瘢痕,#ERROR!
Therapy,療法,#ERROR!
#ERROR!,療治,#ERROR!
healing,癒合,#ERROR!
#ERROR!,登場,#ERROR!
#ERROR!,登行,tō/dūnkō
#ERROR!,登拝,#ERROR!
registration,登記,tō/dūnki
#ERROR!,登極,tō/dūnkyuku
#ERROR!,登高,#ERROR!
#ERROR!,登板,#ERROR!
#ERROR!,登録,#ERROR!
#ERROR!,登路,#ERROR!
Mountain climbing,登山,#ERROR!
#ERROR!,登城,#ERROR!
#ERROR!,登仙,#ERROR!
#ERROR!,登載,#ERROR!
#ERROR!,登園,#ERROR!
#ERROR!,登坂,#ERROR!
Speakers,登壇,#ERROR!
Reporting to work,登庁,#ERROR!
Climbing,登攀,#ERROR!
#ERROR!,登楼,#ERROR!
See it a thousand times,百聞,#ERROR!
